m1,s1,sk1,m2,s2,sk2,m3,s3,sk3,camera,value
111.985271105,124.9554402411,0.2489717632,106.5389989377,124.2943897113,0.3383518834,109.3900882884,124.4322940248,0.2927617636,LG-Nexus-5x,2
95.2126071783,122.2552236953,0.5286870503,87.8361680465,120.3934898655,0.6581541806,96.3238280266,122.5305551334,0.509263016,LG-Nexus-5x,2
88.2270677995,120.1649683163,0.6568269558,77.1364188181,116.7098651946,0.8615812208,91.6756336215,121.2829912785,0.5896027802,LG-Nexus-5x,2
106.5441595379,124.6586090684,0.336265076,93.2654557193,122.0885381703,0.5593456182,102.818333704,123.9615066287,0.3986910885,LG-Nexus-5x,2
104.3747610879,124.1879681245,0.37367015,98.4950033495,123.3180410668,0.4707728227,105.6902684444,124.4760336241,0.351562746,LG-Nexus-5x,2
115.966807209,125.3383873396,0.1846926758,97.6281408783,122.8545762959,0.4849863835,110.3803926229,124.5694309234,0.2752353961,LG-Nexus-5x,2
102.2034220613,123.7326281083,0.4088049912,95.6706438604,122.5463209987,0.5193324255,94.7294285432,121.9925934625,0.5371626704,LG-Nexus-5x,2
91.8357651847,121.4503610892,0.589175345,80.0564325508,117.8030839451,0.8046217356,89.907638282,120.868695547,0.6235425351,LG-Nexus-5x,2
116.2661093855,125.4334016009,0.1796700751,112.2493100828,125.1719835006,0.2445774414,112.4346962068,124.980088771,0.2422542939,LG-Nexus-5x,2
109.7116382433,125.0387621348,0.2855363451,104.4137695395,124.4534316078,0.3713392369,109.8206770604,125.0201314301,0.2835351581,LG-Nexus-5x,2
89.584061962,120.893439361,0.6275629056,85.9376651799,120.0515993074,0.6914427916,94.547014673,122.210576461,0.541684411,LG-Nexus-5x,2
116.0110811589,125.3646514688,0.1840678101,109.1559608942,124.7164188184,0.2946567,114.4855210072,125.12899704,0.2093218968,LG-Nexus-5x,2
111.3222520104,124.9711319361,0.2583796044,93.89384732,122.1841777678,0.549968928,105.2957622912,124.075257866,0.3578673347,LG-Nexus-5x,2
111.7969291304,125.0522188806,0.2511864427,105.6983809583,124.2298437953,0.3514572235,106.405363983,124.1423448592,0.3407346921,LG-Nexus-5x,2
112.9008198138,125.0795303131,0.231351253,98.1731963571,122.7366393399,0.4752365642,107.66824826,124.2011379017,0.3188271336,LG-Nexus-5x,2
104.1363573882,124.1665123898,0.3765877329,91.9057670088,121.596534861,0.5842896813,103.4003424817,123.9529636512,0.3882463603,LG-Nexus-5x,2
113.8463681094,125.1773066503,0.2179497131,100.3042555226,123.2709522801,0.438948659,111.9856512483,124.8002681579,0.2479619584,LG-Nexus-5x,2
96.2161715043,122.225484722,0.5135692084,91.5332948187,121.4543060665,0.5919746983,102.2212808445,123.6712709216,0.4093806342,LG-Nexus-5x,2
107.812308329,124.7130690084,0.3169639838,90.0211143196,121.1739501583,0.6184111985,110.9668993128,125.0636981969,0.2646994052,LG-Nexus-5x,2
101.6095232026,123.7155522472,0.418661224,80.9476525757,117.9970904396,0.787042716,100.8354668111,123.3846941172,0.4322000475,LG-Nexus-5x,2
110.9180665129,124.9996728498,0.2649203549,99.5791054172,123.3698617279,0.4516501148,107.0209236328,124.2867972107,0.3296518502,LG-Nexus-5x,2
111.2013091695,125.2400253356,0.2604913376,89.8305979413,120.9691780543,0.6224727211,103.884294034,123.9502291227,0.3816282651,LG-Nexus-5x,2
107.5543838774,124.84060093,0.320470968,96.9605706432,122.9724777734,0.4974167362,100.5478969173,123.5407672009,0.4374003846,LG-Nexus-5x,2
102.6465546626,123.9265638015,0.4024343328,87.2121202503,120.2998457059,0.6685438475,107.0903133726,124.6470392893,0.3266898541,LG-Nexus-5x,2
91.766790445,121.221984429,0.588104821,89.1029620181,120.6358269869,0.6345594665,93.0024001113,121.5211868603,0.5663506233,LG-Nexus-5x,2
108.6013298211,124.2834019246,0.3054125805,109.7817806424,124.9463535506,0.2839314617,114.2044261812,125.0290540216,0.2139747576,LG-Nexus-5x,2
98.8703410087,123.0657554627,0.4652092766,82.1406535415,118.3406858604,0.7661160089,99.4301465426,123.0853161188,0.4562426977,LG-Nexus-5x,2
108.3584917715,124.8668359844,0.3072422275,90.0839465657,121.0684046104,0.6171618185,101.2833265588,123.3215564052,0.4249013359,LG-Nexus-5x,2
112.1381502543,124.8308329471,0.2467502413,109.6775588611,124.6593318576,0.2861686247,112.7122941239,124.8260758647,0.2379335161,LG-Nexus-5x,2
127.6760219665,126.7064929988,-0.0022570662,86.0461986154,120.0290669717,0.689892505,96.4994687014,122.743024561,0.50302255,LG-Nexus-5x,2
110.6003128248,124.7430168256,0.2715597749,106.1920811583,124.6626861621,0.34185931,112.1068948413,124.9665018973,0.2476231558,LG-Nexus-5x,2
114.8493894085,125.3617144777,0.2020063069,107.0026808515,124.4923750345,0.3290218349,112.6423598809,124.984231438,0.2383879897,LG-Nexus-5x,2
97.2575446363,122.7482217626,0.493243593,80.9347150704,117.8477529358,0.7904310765,95.0624238893,122.147635275,0.5322528756,LG-Nexus-5x,2
104.60767596,123.9384596358,0.3686905007,97.4822293018,122.9750763323,0.4870587649,108.6153648622,124.505052126,0.3035439768,LG-Nexus-5x,2
103.8939586975,124.1347520727,0.3814061465,95.5153303991,122.6055730085,0.5218899235,108.5801115054,124.9530715226,0.3036492017,LG-Nexus-5x,2
107.1206782578,124.4928968001,0.3283471385,105.2079554864,124.4971882386,0.3580730773,111.4824362278,125.0846703836,0.2571654079,LG-Nexus-5x,2
99.5217584719,123.217415224,0.4541719869,91.3571304728,121.3437016983,0.5949496648,100.591641537,123.4298496355,0.4359130796,LG-Nexus-5x,2
122.1531124844,126.3852385236,0.0843764056,80.9227981702,118.099164704,0.788658485,104.2580917639,124.0636000971,0.3760290648,LG-Nexus-5x,2
111.0228595344,125.2761548756,0.2638422363,96.4214278497,122.8938627763,0.5058156779,106.0282395269,124.3202808586,0.3452846334,LG-Nexus-5x,2
99.588196544,123.3180172056,0.4539893063,100.3338969461,123.8134041766,0.4386238292,106.3460672753,124.6089430565,0.3406551455,LG-Nexus-5x,2
101.3159316244,123.4704215635,0.4233699143,93.1116685727,121.8119546955,0.5640574384,103.6056357342,123.9152555275,0.3861719374,LG-Nexus-5x,2
107.2705522651,124.5022696743,0.3260319738,105.1517795631,124.3005242382,0.3606145281,106.2128640519,124.3034536314,0.344052198,LG-Nexus-5x,2
109.9217979871,124.9695349378,0.2810349058,96.3367076287,122.6243968908,0.5072643979,104.9357106606,124.0373680249,0.3641605488,LG-Nexus-5x,2
117.7606795274,125.7594994299,0.1549901192,92.858499563,121.9674990369,0.5673362977,99.9953451095,123.0990975978,0.4480771843,LG-Nexus-5x,2
97.0945554775,122.6335495808,0.4965179034,77.8242062016,116.9007003345,0.8483618702,104.9211825403,123.896122863,0.3619259784,LG-Nexus-5x,2
107.5520592207,124.6740663365,0.3204696843,91.47869688,121.6623681938,0.5917938237,102.3755914982,123.5013392119,0.4070815151,LG-Nexus-5x,2
104.3005268369,124.2711077398,0.3739687699,88.7974614952,120.8159765438,0.6406502479,102.9645107657,124.0605047267,0.3966922699,LG-Nexus-5x,2
109.6018352026,124.4456234007,0.2889048476,110.007268489,124.8895637768,0.2803697342,113.4779953986,125.1415821864,0.2239280409,LG-Nexus-5x,2
98.6180174182,123.2725497952,0.4697769361,82.5536787053,118.5749529292,0.75851365,98.794916872,123.2692050503,0.4672469267,LG-Nexus-5x,2
102.9380951069,123.7723423551,0.3978360792,92.6694330606,121.683323954,0.5722075962,103.4889972482,123.6467037761,0.3882614838,LG-Nexus-5x,2
113.8923530736,125.508434088,0.2172990516,105.6391654463,124.6027546021,0.3511389704,108.7484338257,124.7264947104,0.3014675457,LG-Nexus-5x,2
112.7693645938,125.1542210279,0.235262963,94.4748099037,122.3691276185,0.5383722266,103.3370685803,123.6226054479,0.392779389,LG-Nexus-5x,2
95.9937487534,122.1455714212,0.5147802284,84.0575377962,118.6651589056,0.7306412983,95.1899251261,121.9066009137,0.5294594012,LG-Nexus-5x,2
101.5984043984,123.4425326699,0.4219000017,86.6478318131,120.0708894977,0.6793514109,111.0973255622,124.7531210499,0.2625205026,LG-Nexus-5x,2
95.5138284432,122.2099290947,0.5225997568,81.8460684235,118.3508168667,0.7698969237,100.880439864,123.3548565944,0.4311538034,LG-Nexus-5x,2
105.0710929626,123.9998838514,0.3623443192,101.3224455677,123.6216136886,0.4233357973,106.4188325407,124.2797256173,0.3399847953,LG-Nexus-5x,2
96.0729881025,122.3000224897,0.5145819031,79.7437999312,117.5779741864,0.8111730078,96.6913309595,122.348608069,0.5020960595,LG-Nexus-5x,2
101.801791439,123.7073763569,0.4161433586,102.293155008,124.2508427893,0.4055563413,113.7934911908,125.6187795638,0.2183176077,LG-Nexus-5x,2
104.8024017188,124.1032544804,0.3661272178,90.3850968869,121.3087486622,0.6117763132,110.416927313,124.7482397355,0.2746178981,LG-Nexus-5x,2
98.7930697935,123.1903414811,0.467119532,95.9399964799,122.9037671439,0.5135010118,103.6663564008,124.2803688658,0.3847704236,LG-Nexus-5x,2
108.1001719216,124.8141776562,0.3113931851,100.8940409594,123.8506391517,0.4295282275,106.2977627394,124.4566901697,0.3416715886,LG-Nexus-5x,2
95.8308041291,122.6097020505,0.5174626066,79.7422769793,117.6938050602,0.811039446,93.1449263203,121.8902332941,0.5655157561,LG-Nexus-5x,2
104.0672656939,124.428621675,0.3773384843,76.8036436845,116.4005983088,0.8706508562,96.5772843377,122.7677499205,0.5048917792,LG-Nexus-5x,2
113.4817246584,125.6751519988,0.2239640467,84.1227406279,119.3512789901,0.7255209747,99.9897010261,123.0923376478,0.4451045552,LG-Nexus-5x,2
110.6896997466,124.66727437,0.2696176481,109.0032110838,124.6938198649,0.2960914502,111.6965260062,124.8071706446,0.2528445586,LG-Nexus-5x,2
126.0880552308,126.2148965101,0.0228084911,99.3648269204,123.4519765104,0.4549520161,111.6805954153,125.2494271086,0.2528476878,LG-Nexus-5x,2
113.3982286057,125.3103442858,0.2261308592,107.4552903,124.6198699209,0.3230991904,110.621202339,124.8333325088,0.2722006055,LG-Nexus-5x,2
110.0683760242,125.1375818742,0.2789300538,87.8354592657,120.2776279972,0.6583993034,106.0710755753,124.5277291955,0.3452914104,LG-Nexus-5x,2
106.7014485144,124.1537128419,0.3320743546,86.0051250873,119.2634298003,0.6951690367,92.9069553361,121.2025890929,0.5712670264,LG-Nexus-5x,2
110.0742783755,125.0632759604,0.279472002,95.2705130615,122.506682547,0.5256466491,109.4480487942,124.910736316,0.288960708,LG-Nexus-5x,2
102.9726609249,124.0796137672,0.3956425372,75.1290733162,115.6619806867,0.9032233282,107.781840596,124.621278019,0.316079784,LG-Nexus-5x,2
104.5310955642,124.3390784295,0.3694235592,85.2064595176,119.4384421762,0.7082247923,92.167595742,121.3448070377,0.5836166195,LG-Nexus-5x,2
104.2335351579,123.8436743792,0.3722413131,82.9059553171,118.751430618,0.7521922222,95.1992411403,122.2875284639,0.5299844255,LG-Nexus-5x,2
103.2610754998,124.074094717,0.3912626017,101.8655160994,123.9582712766,0.4143285176,104.0214203206,124.1796014378,0.3791918659,LG-Nexus-5x,2
107.6009631283,124.6032628852,0.32016776,103.8437202283,124.1750648127,0.3804849649,107.5694920956,124.5561781114,0.3202381967,LG-Nexus-5x,2
105.1163333051,124.2847006252,0.3605770491,94.8008714674,122.3255931766,0.5342173828,109.8368052275,124.800973349,0.2830014139,LG-Nexus-5x,2
99.032389856,123.2026417077,0.4625896167,83.9558541588,119.137341715,0.7315001789,93.8060505211,121.9223182526,0.5543207869,LG-Nexus-5x,2
110.7963374682,125.0509099636,0.2667894093,90.3915878659,121.5175142316,0.6105608235,102.2702107512,123.0849923873,0.4111965852,LG-Nexus-5x,2
108.4595110807,124.4903071755,0.305422944,99.0944186751,123.0883749754,0.4595676894,107.7685694504,124.2888870281,0.3170462374,LG-Nexus-5x,2
112.6830905009,125.5558606048,0.236444562,91.8527827315,121.6415653108,0.5859710515,103.8657860955,124.1512678695,0.3816862718,LG-Nexus-5x,2
112.0165350477,125.3215977393,0.2451103401,94.151276642,122.4073326692,0.5453060375,108.3505902023,125.0132505244,0.3065642399,LG-Nexus-5x,2
100.5810806045,123.5236913342,0.4368043192,98.9773196702,123.5555857809,0.4613547027,111.1575331377,125.4100199015,0.2614275804,LG-Nexus-5x,2
111.330606553,124.9071328423,0.2599154673,109.6400353882,124.8155537682,0.2870139953,112.8703591342,125.0120032877,0.2356152677,LG-Nexus-5x,2
104.4327847458,123.8521558363,0.3734983047,78.874885916,117.3653582041,0.8276554734,104.2541179329,123.457294183,0.372833012,LG-Nexus-5x,2
100.129429675,123.2815519101,0.4431808717,96.6348852041,122.6110049706,0.5019883934,98.060650461,122.7007921238,0.4792478077,LG-Nexus-5x,2
114.5162409389,125.6367776126,0.2065041692,90.3545385264,121.4637518305,0.6120109853,108.6344373976,124.7455140147,0.3043616859,LG-Nexus-5x,2
104.5735680364,124.1403589091,0.3694308863,90.3607057069,120.8897229493,0.6142158254,99.6162310314,123.1124086561,0.453869365,LG-Nexus-5x,2
118.3689425568,125.8651543454,0.1448000108,99.5398849548,123.3614112888,0.4536958027,108.49114106,124.7583360423,0.3053461496,LG-Nexus-5x,2
103.4123572268,123.8849780094,0.3899357744,101.1076557021,123.6273783984,0.4275230432,104.6884887008,124.0686519413,0.3689731868,LG-Nexus-5x,2
112.8150294502,124.8413697467,0.2325154237,100.36570572,123.4336771755,0.4391766198,108.6849413521,124.686200849,0.3021975858,LG-Nexus-5x,2
95.0270562025,121.9709094534,0.5332181695,96.9181820732,122.7004499104,0.4983166442,101.5634410496,123.5140295082,0.4200019356,LG-Nexus-5x,2
100.2885453902,123.6396860106,0.4409782187,85.9649505346,120.0610712153,0.6915682456,103.7781223263,124.2762544531,0.3816687307,LG-Nexus-5x,2
118.1541868098,126.0375353066,0.1484954828,84.628833666,119.5664317224,0.7169886241,104.2393662374,123.8840546557,0.3754704971,LG-Nexus-5x,2
107.7900899943,124.9206358023,0.3165439123,96.9760159465,123.0291539924,0.4965505552,103.3838765734,124.1748309353,0.3891937232,LG-Nexus-5x,2
99.2731069762,123.0079302248,0.4601910295,89.3125298538,120.7894125344,0.6311833117,103.7447611568,123.812851138,0.3839487182,LG-Nexus-5x,2
95.7037492225,122.2381365736,0.521281804,94.3895451796,122.3368417785,0.54144844,106.0269264535,124.2973130365,0.3454906309,LG-Nexus-5x,2
103.0107196331,124.1482030482,0.3955715867,91.7490505847,121.8361102055,0.5865551809,108.9700436357,125.3450984063,0.2963481515,LG-Nexus-5x,2
111.0531721755,125.1129495069,0.2631641854,102.2484008553,124.0092985077,0.4078354915,105.9546349115,124.3838079369,0.3476390433,LG-Nexus-5x,2
111.4467855043,125.1515072667,0.2571994204,93.7983021575,122.1102181524,0.551562053,108.8790622441,124.771514348,0.298718417,LG-Nexus-5x,2
128.0911108126,126.1350728197,-0.0103480258,101.3257120943,123.7022880134,0.4236430125,113.4259401967,125.3684420789,0.2258732083,LG-Nexus-5x,2
107.1125481925,124.7614330737,0.3268222339,86.2708233274,120.119786112,0.6860872838,99.2270252333,123.0224279938,0.4598260668,LG-Nexus-5x,2
102.271598295,123.664660653,0.4075683332,92.5571709394,121.6441946855,0.5735578448,102.6153197535,123.7235395025,0.4029086558,LG-Nexus-5x,2
99.2223267924,123.0722132289,0.4607915424,78.6010945177,117.2370546518,0.8327764083,105.9002895815,124.120413383,0.3475593594,LG-Nexus-5x,2
113.9834336223,125.28336276,0.2161404053,102.3108719037,124.0968152988,0.4052120028,111.0325118956,124.5025730972,0.2649914347,LG-Nexus-5x,2
109.7496362598,124.5181244495,0.2860210489,103.6666092556,123.9085753752,0.3823279715,112.2371581252,124.9236066547,0.2439352977,LG-Nexus-5x,2
107.2453769316,124.597054141,0.3259762045,86.6562026769,120.1036859656,0.6792807401,104.7654454673,123.9059287642,0.3664823367,LG-Nexus-5x,2
101.4497943371,123.6938759434,0.4218900265,88.2217339,120.4797140416,0.6517926837,101.8830544467,123.6788486634,0.4151228317,LG-Nexus-5x,2
108.5786973885,124.5484636583,0.30050498,87.9851733421,120.2505689613,0.6547188947,101.0372229669,122.7911730623,0.4292407178,LG-Nexus-5x,2
114.5940792936,125.5154865699,0.2060161347,105.7260674524,124.3373859401,0.3509426209,105.059889108,124.0587909145,0.36349573,LG-Nexus-5x,2
97.7702023855,123.091492948,0.4836950586,87.0448588048,120.4377295812,0.6706926139,104.7801925699,124.4265192989,0.3669375929,LG-Nexus-5x,2
87.840527844,120.0398311702,0.6619530241,72.4879917341,114.4024671549,0.9595172704,103.1365825217,123.8747064931,0.3923784046,LG-Nexus-5x,2
106.9689182965,124.2629804184,0.3320236885,105.7141713842,124.3736884049,0.3495258026,110.9767788578,124.7969163213,0.2657934707,LG-Nexus-5x,2
110.9528480325,125.3556802932,0.2650375112,97.2341880859,123.0303604774,0.4929974138,107.3260707495,124.7978351514,0.3254160663,LG-Nexus-5x,2
108.6833445859,124.6986766034,0.3022772427,105.6146016229,124.6364045762,0.3512992001,109.2721461607,124.7022449084,0.2921494953,LG-Nexus-5x,2
99.5102153178,123.2144012678,0.4554949934,101.1140554794,124.0178045064,0.4251005773,112.6439644386,125.4711228716,0.2373647229,LG-Nexus-5x,2
113.3223820875,125.2221176237,0.227049343,110.3206762402,124.9854701853,0.2758711567,111.7512150645,124.9455326536,0.25326564,LG-Nexus-5x,2
92.2032246492,121.5766380947,0.5805553247,75.9425102651,115.9984470337,0.8870847558,99.1085970798,123.3171095975,0.4599509638,LG-Nexus-5x,2
117.3001210226,126.0628284465,0.1628130315,94.274126351,122.390898753,0.5431069987,103.9035210873,124.1555214002,0.3808413488,LG-Nexus-5x,2
111.0108811223,125.3248231684,0.2640245188,98.4135526896,123.3335012745,0.4718449199,111.594900108,125.3804024793,0.2546402017,LG-Nexus-5x,2
88.3958225893,120.4579486001,0.6504456632,70.3559993924,113.4590235873,1.0070472247,84.9739833482,119.3078847936,0.7148662042,LG-Nexus-5x,2
118.0649836034,125.7482065803,0.1506549141,109.7330159977,125.0129227613,0.2851022803,111.8096580694,125.0861058905,0.2521958518,LG-Nexus-5x,2
100.6249159338,123.6483689462,0.4354465657,83.6488162491,119.1039687968,0.7359237656,99.3441391651,123.4371160925,0.4558865009,LG-Nexus-5x,2
95.7239585794,122.5125790139,0.5191371279,76.1194855016,115.9521498411,0.8860442084,92.9158356003,121.5797367673,0.5707497312,LG-Nexus-5x,2
95.5344136787,122.4322853139,0.5233443152,82.3855907863,118.6311317299,0.7602716163,93.0292682515,121.7482592372,0.5667984947,LG-Nexus-5x,2
103.6587260579,124.0272295884,0.3856847902,94.2351443085,122.4978322981,0.542667346,103.7187618103,123.518899071,0.3844160628,LG-Nexus-5x,2
110.3809851873,125.1232757591,0.2744072301,97.1972246991,123.0847628999,0.492555069,105.6767534657,124.3113831725,0.3521967723,LG-Nexus-5x,2
119.2692700296,125.5972876378,0.1316739633,113.1588288238,125.1886461694,0.2302601366,113.406700595,125.018831009,0.2268541348,LG-Nexus-5x,2
118.4413997708,126.2357711451,0.144055089,79.7378957756,117.6789427937,0.8104496831,103.5606308592,124.0890837547,0.3865394725,LG-Nexus-5x,2
96.3374881733,122.6531349736,0.5085857599,75.4770408983,115.6656100031,0.8993340162,90.5076451057,120.8536829163,0.6143689333,LG-Nexus-5x,2
95.8937166688,122.1854027625,0.5179816782,77.7445035451,116.9708131641,0.8499088972,101.709637139,123.2457832559,0.417386863,LG-Nexus-5x,2
117.121710181,125.4769620552,0.16623809,110.1959491889,124.8456971445,0.2785845991,113.2241085043,125.0141387244,0.229932912,LG-Nexus-5x,2
112.8661128466,125.0670925164,0.2344847223,103.917906828,124.0078852018,0.3800861071,110.1929581536,124.7199616171,0.2784176264,LG-Nexus-5x,2
117.6966332009,125.6600762186,0.1564354364,108.2832937525,124.6754934021,0.3092224172,112.101463917,124.9687393718,0.2480527391,LG-Nexus-5x,2
109.5247019381,124.9859121395,0.2878946158,94.9871809256,122.3998134281,0.53016434,113.2555649382,125.4267563119,0.2271259311,LG-Nexus-5x,2
97.0961766024,122.7446391701,0.4955019505,76.9916343852,116.4736531588,0.865425042,103.5604753572,124.0626243268,0.3850646129,LG-Nexus-5x,2
111.0342608832,125.0907741564,0.2639715702,96.7858948026,122.9046369992,0.4996602258,108.1872025286,124.576117004,0.3105358416,LG-Nexus-5x,2
107.2091090391,124.2340200257,0.3277737871,98.6756947233,123.1471539117,0.466569902,112.6812377632,124.7216007687,0.2362220627,LG-Nexus-5x,2
108.6885680102,124.6829479947,0.3016663354,98.3965638483,123.2572100617,0.4708918028,107.2506056049,124.1542447955,0.3263293397,LG-Nexus-5x,2
112.394987094,125.2940667317,0.2414979699,100.9134960987,123.5881243179,0.4304545711,110.5791392078,124.8910184986,0.2728848567,LG-Nexus-5x,2
88.1889653769,120.2018622737,0.6554798358,80.3695679275,117.6583465289,0.8012754841,93.2595184293,121.6962047037,0.5630911681,LG-Nexus-5x,2
109.5150974742,125.3928234205,0.2873329789,90.9674834295,121.6347294711,0.5996196293,97.1898892852,122.9722597539,0.4917775245,LG-Nexus-5x,2
107.9695671237,124.6396187626,0.3148852402,111.7870632821,125.501902399,0.2506505535,112.9071329824,125.2912922753,0.2338813194,LG-Nexus-5x,2
116.6499957188,125.7740807337,0.1730212286,88.8148112881,120.7288101213,0.6394902918,113.0185955314,125.1252243462,0.2318121665,LG-Nexus-5x,2
115.7701184013,125.3305453609,0.1878482488,111.1718909931,124.9458272797,0.262283334,110.789741263,124.7122036617,0.2696031547,LG-Nexus-5x,2
102.4690846246,123.8151525769,0.4044744704,92.8687595794,121.7332954961,0.5684892804,101.0239377966,123.5127971886,0.4289586361,LG-Nexus-5x,2
99.6575598748,123.3285188604,0.4513342292,79.1506690687,117.1792665352,0.822656158,94.9326410541,122.122299435,0.5333655952,LG-Nexus-5x,2
111.8349673347,124.9635985592,0.2518737705,112.9691700031,125.2646822382,0.2327995916,111.7778348608,124.9007078864,0.2531090672,LG-Nexus-5x,2
128.109602922,125.8775586665,-0.0104871925,111.4195655982,125.047379972,0.257981422,120.0473401938,125.584329616,0.1196622768,LG-Nexus-5x,2
112.7234878905,125.5281168079,0.2352453803,81.9857682029,118.4867031629,0.7673879488,103.8848571547,123.9552655762,0.3817663583,LG-Nexus-5x,2
98.987535316,122.4454820234,0.4667393995,105.6642777095,124.1077438127,0.3501970228,108.8828260326,124.3656552078,0.2985415148,LG-Nexus-5x,2
125.7361163601,125.975162271,0.0278250305,108.9223197719,125.0204593154,0.2973900457,116.4959063438,125.508439304,0.1761726972,LG-Nexus-5x,2
102.1996654082,123.3455098899,0.4120557322,90.6827155245,121.4431499136,0.6064726909,109.8946366403,124.4976340473,0.2821480826,LG-Nexus-5x,2
104.542890999,124.0810573106,0.3698587024,98.1539702059,122.9012238864,0.4763577513,101.1095868469,123.2021809961,0.4282585443,LG-Nexus-5x,2
97.7780591741,122.8757080417,0.4832879572,73.888992885,115.0910197043,0.9314972128,90.5622894654,120.5271123985,0.6145885934,LG-Nexus-5x,2
108.2605851272,124.4297605438,0.3106214778,109.1705684058,124.7381282454,0.2940135706,112.5078380889,124.9441006123,0.2409126672,LG-Nexus-5x,2
117.9293182647,125.6760194336,0.1521899707,92.2307501463,121.7242801991,0.5786557664,104.3733580431,123.8869845766,0.3751605588,LG-Nexus-5x,2
103.577777909,124.1738312655,0.3853733745,87.4065771612,120.2647765305,0.6654431581,103.6038605836,124.1256391947,0.3854450828,LG-Nexus-5x,2
109.4116320429,124.9349307346,0.2902695067,102.8405129172,124.0127770994,0.3985373581,106.3266050826,124.3598540673,0.3425161557,LG-Nexus-5x,2
115.9306470032,125.6367882447,0.1841255631,100.3937719474,123.5894079198,0.4391259411,108.2391495516,124.6757768922,0.3103717776,LG-Nexus-5x,2
111.9600201529,125.2406553924,0.2481446439,100.8639013717,123.66557071,0.4308771272,107.3565648096,124.5870147275,0.3237734733,LG-Nexus-5x,2
105.7889665415,124.2781602048,0.3502651997,96.5106006282,122.6985552259,0.5041011845,93.1622920243,121.1477994603,0.5676417315,LG-Nexus-5x,2
98.0385863981,122.9617709221,0.4799825282,93.0038157865,122.0373085484,0.564761315,103.8960312375,124.2960740965,0.3799666146,LG-Nexus-5x,2
95.4417241434,122.1839148581,0.5252777233,78.0235329664,116.8495841629,0.845022021,101.7688297686,123.5095061553,0.4150727275,LG-Nexus-5x,2
117.2094014255,125.3219372528,0.164559007,113.2273778194,125.0047487513,0.2292613403,113.9731902551,124.7672058733,0.2182512048,LG-Nexus-5x,2
110.141355597,125.2105585646,0.2780223775,95.4335257589,122.6247343381,0.5228044944,107.1515242478,124.6776477882,0.3276503973,LG-Nexus-5x,2
120.3679830536,126.2619581853,0.1126976784,89.054205657,120.9281749312,0.6348883976,119.0618850453,126.1478866047,0.1335221756,LG-Nexus-5x,2
103.7120990902,123.991741666,0.3824841746,94.8484895308,122.1707330658,0.5330035125,99.8492584293,123.0249678559,0.4483195312,LG-Nexus-5x,2
108.7722480244,125.1825516376,0.2998872891,90.9909320837,121.558549841,0.5993930865,106.3758993036,124.6722392387,0.340305747,LG-Nexus-5x,2
122.5875339382,126.1250836417,0.0794806221,99.5710146375,123.4587378414,0.4519979036,97.6742287723,122.6974273415,0.4853915433,LG-Nexus-5x,2
119.0288329114,125.3583867436,0.1331647465,109.5856891561,124.8916399435,0.2876724755,110.6932232287,124.7148169328,0.2710102382,LG-Nexus-5x,2
108.6790699208,124.7897861728,0.3013582753,97.0809644701,122.6370187397,0.4956771082,99.4967387225,123.0998117238,0.4569023751,LG-Nexus-5x,2
109.2757004808,125.0824476341,0.2919021142,92.625513091,121.8415155833,0.5717772661,107.6509325036,124.7054939564,0.3196089858,LG-Nexus-5x,2
96.0606681475,122.2229847724,0.5131577309,91.8482176827,121.3427255185,0.5861901906,97.8123133981,122.5826294749,0.4831088854,iPhone-4s,3
114.4466920525,125.3306424052,0.208281424,98.6281638472,123.1251966684,0.4681248255,103.2052548399,123.5485190799,0.3935799324,iPhone-4s,3
96.3099273717,121.7577295486,0.5126871168,104.8466315039,123.8829062135,0.3655061711,111.1025256712,124.4955609338,0.2649681244,iPhone-4s,3
121.574569927,125.4282674377,0.0949202269,117.7506824549,125.4779189911,0.155668592,117.8833203676,125.1275837502,0.154601426,iPhone-4s,3
94.8640326637,122.2490779003,0.533200262,75.5696926212,115.7091103285,0.8964693722,85.6662589208,119.3515615906,0.6995430289,iPhone-4s,3
113.5895137237,125.024129944,0.2221854532,104.8938798329,124.0577598406,0.3643089816,109.4407523298,124.4471458662,0.2912680731,iPhone-4s,3
98.6324279073,123.0060840372,0.4700240529,81.4677644265,118.4161592412,0.7771813991,94.8902963504,121.511083075,0.5371582061,iPhone-4s,3
102.9398524856,123.5894324163,0.3959541868,96.844205554,122.493846445,0.4992674565,102.6584882217,123.3268567113,0.4021651289,iPhone-4s,3
117.1486691567,125.0815477962,0.1656672462,115.2715395671,125.2149963828,0.195158689,114.4545063047,124.9099380148,0.2082115797,iPhone-4s,3
101.9465132101,123.5904231144,0.4139387382,96.1499503396,122.5846627465,0.5117165786,94.0830045585,121.7343996364,0.5486710718,iPhone-4s,3
110.7702774073,124.5610373637,0.2683452502,107.8314730713,124.3594036379,0.3156098067,111.458056747,124.596920083,0.257448956,iPhone-4s,3
111.4145467138,124.3412076294,0.2558621213,105.5497657652,123.8045464393,0.3516146131,97.786285373,121.7762861672,0.4835859177,iPhone-4s,3
112.3334103019,124.4503020059,0.2424892758,105.1230250985,123.7043761718,0.3602524928,107.37846221,123.7636674275,0.3241751315,iPhone-4s,3
90.899692401,120.6601282797,0.6041546434,79.244949859,117.0802882776,0.8197641909,90.2924665143,120.3788150833,0.6137050217,iPhone-4s,3
